timestamp,road_id,road_name,road_type,latitude,longitude,vehicle_count,average_speed_kmph,speed_limit_kmph,lanes,occupancy,congestion,congestion_level,weather,hour,day_of_week,is_peak_hour,is_weekend
2024-04-29 07:55:00,RD_031,Road Segment 31,arterial,13.14725,80.359925,320,22.6,80,4,1.0,1,heavy,clear,7,0,1,0
2024-04-18 12:22:00,RD_009,Inner Ring Road,ring,13.021306,80.207526,184,44.1,60,6,0.532,0,free,clear,12,3,0,0
2024-01-22 18:46:00,RD_056,Road Segment 56,local,13.01013,80.175804,243,11.6,40,4,0.819,1,heavy,rain,18,0,1,0
2024-06-25 01:26:00,RD_035,Road Segment 35,arterial,12.947565,80.376659,12,49.8,50,6,0.05,0,free,clear,1,1,0,0
2024-08-15 04:37:00,RD_056,Road Segment 56,local,13.009059,80.168473,110,20.0,40,4,0.304,0,moderate,rain,4,3,0,0
2024-05-14 15:03:00,RD_069,Road Segment 69,arterial,12.978615,80.390415,267,16.5,60,4,1.0,1,heavy,clear,15,1,0,0
2024-03-06 07:43:00,RD_052,Road Segment 52,highway,13.024078,80.123434,71,33.4,50,2,0.591,0,free,clear,7,2,1,0
2024-03-10 08:23:00,RD_068,Road Segment 68,local,12.996416,80.247712,1,83.1,80,2,0.001,0,free,clear,8,6,1,1
2024-10-01 20:33:00,RD_001,Anna Salai (Mount Road),arterial,13.066269,80.25971,446,18.5,60,6,0.995,1,moderate,clear,20,1,1,0
2024-07-25 19:35:00,RD_008,Grand Southern Trunk Road,arterial,12.978794,80.116403,304,15.2,60,4,1.0,1,heavy,rain,19,3,1,0
2024-01-14 22:11:00,RD_024,Road Segment 24,arterial,12.853995,80.154259,32,46.8,80,2,0.353,0,moderate,rain,22,6,0,1
2024-11-25 01:48:00,RD_050,Road Segment 50,local,13.019003,80.129929,0,48.4,60,4,-0.042,0,free,rain,1,0,0,0
2024-12-16 02:48:00,RD_003,OMR (Old Mahabalipuram Road),arterial,12.923815,80.231313,73,38.5,60,4,0.192,0,free,rain,2,0,0,0
2024-08-10 17:00:00,RD_059,Road Segment 59,highway,12.878636,80.175822,46,43.9,80,2,0.314,0,moderate,fog,17,5,1,1
2024-09-18 23:36:00,RD_056,Road Segment 56,local,13.01512,80.175921,130,17.8,40,4,0.394,0,moderate,fog,23,2,0,0
2024-07-31 09:43:00,RD_009,Inner Ring Road,ring,13.019355,80.208153,225,35.1,60,6,0.45,0,moderate,rain,9,2,1,0
2024-04-10 21:27:00,RD_044,Road Segment 44,highway,13.182679,80.359961,96,31.7,40,6,0.124,0,free,clear,21,2,0,0
2024-11-22 03:11:00,RD_057,Road Segment 57,local,13.056493,80.171782,0,53.0,50,2,-0.05,0,free,clear,3,4,0,0
2024-06-02 03:30:00,RD_080,Road Segment 80,highway,12.981996,80.151935,50,50.2,60,6,0.14,0,free,clear,3,6,0,1
2024-04-15 18:40:00,RD_079,Road Segment 79,local,12.92185,80.174882,156,11.3,60,2,0.939,1,heavy,clear,18,0,1,0
2024-11-06 10:32:00,RD_053,Road Segment 53,highway,13.015551,80.258772,478,9.9,60,6,1.0,1,heavy,clear,10,2,1,0
2024-07-10 09:13:00,RD_003,OMR (Old Mahabalipuram Road),arterial,12.922146,80.231922,303,14.9,60,4,0.93,1,heavy,clear,9,2,1,0
2024-08-11 00:13:00,RD_045,Road Segment 45,arterial,12.892925,80.367488,79,50.0,60,6,0.085,0,free,clear,0,6,0,1
2024-02-21 10:13:00,RD_033,Road Segment 33,highway,13.07938,80.314044,480,7.3,40,6,1.0,1,heavy,fog,10,2,1,0
2024-09-12 15:48:00,RD_068,Road Segment 68,local,12.989926,80.244523,2,68.7,80,2,0.193,0,free,clear,15,3,0,0
2024-09-17 10:22:00,RD_070,Road Segment 70,local,12.998512,80.387635,114,36.2,80,2,0.764,0,moderate,drizzle,10,1,1,0
2024-11-11 02:05:00,RD_075,Road Segment 75,local,12.859256,80.126156,2,59.9,60,4,0.055,0,free,clear,2,0,0,0
2024-09-12 22:17:00,RD_061,Road Segment 61,arterial,13.133959,80.159196,149,31.4,40,6,0.328,0,free,clear,22,3,0,0
2024-04-23 10:20:00,RD_079,Road Segment 79,local,12.928327,80.182085,157,16.0,60,2,1.0,1,heavy,clear,10,1,1,0
2024-09-23 22:17:00,RD_022,Road Segment 22,arterial,12.898874,80.136295,143,28.0,40,6,0.308,0,free,drizzle,22,0,0,0
2024-12-19 23:42:00,RD_027,Road Segment 27,arterial,12.878349,80.126873,12,55.8,60,6,0.03,0,free,clear,23,3,0,0
2024-04-14 07:08:00,RD_052,Road Segment 52,highway,13.02001,80.124253,0,49.1,50,2,0.003,0,free,clear,7,6,1,1
2024-09-30 10:20:00,RD_040,Road Segment 40,local,13.002168,80.281524,85,41.0,60,2,0.505,0,free,clear,10,0,1,0
2024-11-04 00:49:00,RD_077,Road Segment 77,local,13.084681,80.187031,0,57.0,60,2,0.088,0,free,clear,0,0,0,0
2024-03-31 14:20:00,RD_036,Road Segment 36,arterial,13.140768,80.333885,0,50.5,50,2,0.007,0,free,clear,14,6,0,1
2024-05-21 05:40:00,RD_021,Road Segment 21,local,13.075392,80.105809,82,23.7,60,2,0.553,1,moderate,fog,5,1,0,0
2024-07-01 04:31:00,RD_054,Road Segment 54,arterial,12.997021,80.163539,20,55.5,50,6,-0.039,0,free,clear,4,0,0,0
2024-08-29 10:42:00,RD_023,Road Segment 23,highway,12.8561,80.128207,454,10.0,50,6,0.998,1,heavy,drizzle,10,3,1,0
2024-05-13 13:29:00,RD_053,Road Segment 53,highway,13.009538,80.265917,58,51.7,60,6,0.14,0,free,drizzle,13,0,0,0
2024-05-01 19:52:00,RD_033,Road Segment 33,highway,13.082237,80.30735,480,12.7,40,6,1.0,1,moderate,clear,19,2,1,0
2024-03-21 01:08:00,RD_034,Road Segment 34,arterial,12.908254,80.320954,16,53.2,50,4,-0.078,0,free,clear,1,3,0,0
2024-03-14 19:09:00,RD_009,Inner Ring Road,ring,13.021332,80.209571,337,25.2,60,6,0.74,0,moderate,clear,19,3,1,0
2024-04-15 22:26:00,RD_053,Road Segment 53,highway,13.012526,80.266286,413,13.4,60,6,0.761,1,heavy,fog,22,0,0,0
2024-07-26 09:26:00,RD_020,Kamarajar Salai Marina,arterial,13.06074,80.284996,480,14.4,60,6,1.0,1,heavy,clear,9,4,1,0
2024-02-19 02:56:00,RD_045,Road Segment 45,arterial,12.888985,80.367536,195,44.6,60,6,0.399,0,free,clear,2,0,0,0
2024-05-07 08:30:00,RD_036,Road Segment 36,arterial,13.141199,80.328915,129,18.5,50,2,0.851,1,moderate,clear,8,1,1,0
2024-09-22 07:35:00,RD_075,Road Segment 75,local,12.863704,80.127819,0,62.4,60,4,-0.131,0,free,clear,7,6,1,1
2024-05-31 01:58:00,RD_034,Road Segment 34,arterial,12.909676,80.315956,154,31.2,50,4,0.553,0,free,clear,1,4,0,0
2024-12-10 06:04:00,RD_023,Road Segment 23,highway,12.858245,80.125856,78,44.8,50,6,0.21,0,free,clear,6,1,0,0
2024-04-05 02:24:00,RD_017,Usman Road T Nagar,local,13.048279,80.234375,11,44.4,40,4,-0.006,0,free,clear,2,4,0,0
2024-01-20 01:28:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.958299,80.235298,0,43.9,60,4,0.049,0,free,rain,1,5,0,1
2024-12-29 15:23:00,RD_056,Road Segment 56,local,13.011972,80.167971,5,31.1,40,4,-0.013,0,free,rain,15,6,0,1
2024-08-14 05:39:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.95868,80.232961,220,25.8,60,4,0.78,0,moderate,drizzle,5,2,0,0
2024-03-01 17:34:00,RD_009,Inner Ring Road,ring,13.019471,80.211366,447,13.0,60,6,0.894,1,heavy,clear,17,4,1,0
2024-10-16 22:48:00,RD_049,Road Segment 49,arterial,13.115254,80.26215,139,28.7,40,6,0.334,0,free,clear,22,2,0,0
2024-03-24 14:22:00,RD_039,Road Segment 39,highway,12.898403,80.32312,100,33.9,60,6,0.078,0,moderate,rain,14,6,0,1
2024-02-05 18:12:00,RD_033,Road Segment 33,highway,13.08865,80.310905,296,13.8,40,6,0.656,1,moderate,fog,18,0,1,0
2024-08-15 21:08:00,RD_027,Road Segment 27,arterial,12.88319,80.126632,78,56.6,60,6,0.132,0,free,clear,21,3,0,0
2024-05-10 23:46:00,RD_068,Road Segment 68,local,12.989135,80.244485,62,63.1,80,2,0.292,0,free,clear,23,4,0,0
2024-12-22 12:37:00,RD_031,Road Segment 31,arterial,13.148644,80.364296,145,48.4,80,4,0.411,0,free,clear,12,6,0,1
2024-02-05 01:45:00,RD_004,ECR (East Coast Road),highway,12.853734,80.248944,0,80.0,80,4,0.12,0,free,clear,1,0,0,0
2024-04-24 18:51:00,RD_047,Road Segment 47,local,13.153256,80.181494,472,10.3,50,6,1.0,1,heavy,rain,18,2,1,0
2024-08-21 04:13:00,RD_051,Road Segment 51,highway,12.871757,80.365213,0,26.3,40,2,-0.045,0,free,rain,4,2,0,0
2024-04-14 01:57:00,RD_062,Road Segment 62,highway,12.974573,80.223462,0,30.9,40,6,-0.032,0,free,rain,1,6,0,1
2024-07-29 02:35:00,RD_023,Road Segment 23,highway,12.854109,80.124706,0,50.4,50,6,-0.125,0,free,clear,2,0,0,0
2024-11-18 02:34:00,RD_042,Road Segment 42,local,13.07094,80.345294,251,52.8,80,6,0.468,0,free,clear,2,0,0,0
2024-05-19 06:54:00,RD_072,Road Segment 72,highway,12.873361,80.272654,71,35.9,50,2,0.346,0,free,clear,6,6,0,1
2024-11-11 02:17:00,RD_008,Grand Southern Trunk Road,arterial,12.987122,80.110712,31,54.7,60,4,0.199,0,free,clear,2,0,0,0
2024-10-11 09:44:00,RD_025,Road Segment 25,highway,13.056563,80.3461,134,19.2,40,2,0.853,1,moderate,clear,9,4,1,0
2024-03-07 19:03:00,RD_068,Road Segment 68,local,12.990702,80.242517,111,49.0,80,2,0.507,0,free,clear,19,3,1,0
2024-12-29 18:05:00,RD_044,Road Segment 44,highway,13.185236,80.358438,155,28.0,40,6,0.344,0,free,clear,18,6,1,1
2024-09-09 14:25:00,RD_044,Road Segment 44,highway,13.189459,80.353087,202,26.1,40,6,0.404,0,free,drizzle,14,0,0,0
2024-06-15 15:31:00,RD_003,OMR (Old Mahabalipuram Road),arterial,12.914444,80.231493,190,25.7,60,4,0.675,0,moderate,clear,15,5,0,1
2024-10-05 23:41:00,RD_036,Road Segment 36,arterial,13.140802,80.334457,2,46.3,50,2,0.045,0,free,clear,23,5,0,1
2024-12-14 00:59:00,RD_028,Road Segment 28,local,13.131979,80.319231,9,43.6,40,4,0.109,0,free,clear,0,5,0,1
2024-08-16 18:33:00,RD_029,Road Segment 29,local,13.044093,80.350944,464,12.1,60,6,0.951,1,heavy,rain,18,4,1,0
2024-07-12 09:53:00,RD_024,Road Segment 24,arterial,12.858066,80.156859,160,15.9,80,2,0.992,1,heavy,clear,9,4,1,0
2024-06-06 18:54:00,RD_053,Road Segment 53,highway,13.013532,80.264328,478,18.4,60,6,1.0,1,moderate,clear,18,3,1,0
2024-12-03 18:25:00,RD_051,Road Segment 51,highway,12.867871,80.365587,103,20.7,40,2,0.593,0,moderate,clear,18,1,1,0
2024-10-03 01:07:00,RD_051,Road Segment 51,highway,12.869103,80.361983,15,40.8,40,2,0.039,0,free,clear,1,3,0,0
2024-07-12 23:57:00,RD_064,Road Segment 64,highway,13.13224,80.135804,28,44.7,50,2,0.104,0,free,clear,23,4,0,0
2024-08-30 01:13:00,RD_047,Road Segment 47,local,13.156592,80.179709,15,36.1,50,6,0.049,0,free,rain,1,4,0,0
2024-01-06 14:57:00,RD_024,Road Segment 24,arterial,12.858284,80.157218,29,71.4,80,2,0.201,0,free,clear,14,5,0,1
2024-11-14 11:44:00,RD_049,Road Segment 49,arterial,13.11679,80.259011,139,19.0,40,6,0.336,0,moderate,fog,11,3,0,0
2024-06-06 18:39:00,RD_067,Road Segment 67,local,13.200159,80.34904,68,28.0,40,2,0.458,0,free,clear,18,3,1,0
2024-03-12 00:48:00,RD_071,Road Segment 71,arterial,12.952224,80.392523,37,41.7,40,6,-0.005,0,free,clear,0,1,0,0
2024-12-15 17:33:00,RD_017,Usman Road T Nagar,local,13.039115,80.237171,33,39.8,40,4,0.09,0,free,clear,17,6,1,1
2024-12-13 16:56:00,RD_073,Road Segment 73,local,12.879406,80.155658,256,22.9,40,6,0.414,0,moderate,clear,16,4,0,0
2024-11-18 15:39:00,RD_076,Road Segment 76,local,13.088522,80.192733,71,50.7,60,4,0.151,0,free,clear,15,0,0,0
2024-03-30 07:31:00,RD_011,Velachery Main Road,arterial,12.979712,80.214881,0,36.1,50,4,-0.004,0,free,rain,7,5,1,1
2024-01-19 03:05:00,RD_077,Road Segment 77,local,13.086929,80.196228,50,35.9,60,2,0.357,0,moderate,rain,3,4,0,0
2024-07-18 05:19:00,RD_022,Road Segment 22,arterial,12.901681,80.133088,274,11.4,40,6,0.593,1,heavy,fog,5,3,0,0
2024-12-13 07:31:00,RD_018,LB Road Adyar,local,12.999703,80.253754,320,11.2,50,4,1.0,1,heavy,fog,7,4,1,0
2024-06-01 03:46:00,RD_069,Road Segment 69,arterial,12.985812,80.397605,68,56.0,60,4,0.261,0,free,clear,3,5,0,1
2024-10-13 19:22:00,RD_032,Road Segment 32,local,13.070895,80.212624,232,17.7,60,4,0.757,1,heavy,fog,19,6,1,1
2024-04-20 05:04:00,RD_055,Road Segment 55,highway,12.992017,80.30167,48,33.1,60,4,0.161,0,moderate,fog,5,5,0,1
2024-07-10 19:44:00,RD_033,Road Segment 33,highway,13.086444,80.308592,472,7.7,40,6,0.986,1,heavy,fog,19,2,1,0
2024-10-20 04:07:00,RD_073,Road Segment 73,local,12.87732,80.154668,0,33.8,40,6,-0.095,0,free,rain,4,6,0,1
2024-06-27 21:04:00,RD_069,Road Segment 69,arterial,12.985272,80.392899,104,42.4,60,4,0.261,0,free,clear,21,3,0,0
2024-09-05 17:05:00,RD_063,Road Segment 63,arterial,13.198104,80.127054,480,24.9,80,6,0.906,1,moderate,clear,17,3,1,0
2024-11-06 15:10:00,RD_052,Road Segment 52,highway,13.016269,80.121702,118,22.6,50,2,0.822,0,moderate,clear,15,2,0,0
2024-08-31 13:41:00,RD_043,Road Segment 43,arterial,12.979674,80.278083,244,43.4,80,6,0.505,0,moderate,drizzle,13,5,0,1
2024-07-11 10:09:00,RD_023,Road Segment 23,highway,12.858479,80.124342,416,13.6,50,6,0.887,1,heavy,clear,10,3,1,0
2024-12-13 20:16:00,RD_054,Road Segment 54,arterial,13.000611,80.1637,480,13.0,50,6,1.0,1,heavy,clear,20,4,1,0
2024-12-20 01:20:00,RD_036,Road Segment 36,arterial,13.140934,80.336699,44,25.4,50,2,0.455,0,moderate,rain,1,4,0,0
2024-10-28 17:10:00,RD_037,Road Segment 37,highway,12.991168,80.118947,124,19.9,60,2,0.806,1,moderate,fog,17,0,1,0
2024-02-06 23:17:00,RD_059,Road Segment 59,highway,12.875724,80.173111,9,81.2,80,2,-0.124,0,free,clear,23,1,0,0
2024-06-19 15:01:00,RD_053,Road Segment 53,highway,13.01557,80.264273,97,54.3,60,6,0.162,0,free,clear,15,2,0,0
2024-06-08 21:24:00,RD_061,Road Segment 61,arterial,13.129097,80.159186,2,34.8,40,6,0.036,0,free,drizzle,21,5,0,1
2024-08-13 04:17:00,RD_070,Road Segment 70,local,12.99851,80.382699,70,43.6,80,2,0.416,0,moderate,rain,4,1,0,0
2024-02-21 21:05:00,RD_079,Road Segment 79,local,12.927154,80.177036,76,29.6,60,2,0.637,0,moderate,drizzle,21,2,0,0
2024-12-15 05:04:00,RD_047,Road Segment 47,local,13.155481,80.180749,324,27.3,50,6,0.618,0,moderate,clear,5,6,0,1
2024-02-17 15:06:00,RD_035,Road Segment 35,arterial,12.94623,80.37918,117,35.9,50,6,0.241,0,free,clear,15,5,0,1
2024-12-04 22:04:00,RD_027,Road Segment 27,arterial,12.885096,80.128877,155,31.0,60,6,0.361,0,moderate,fog,22,2,0,0
2024-01-26 09:56:00,RD_041,Road Segment 41,local,13.024245,80.128714,74,19.4,40,2,0.485,0,moderate,fog,9,4,1,0
2024-01-05 20:55:00,RD_042,Road Segment 42,local,13.069962,80.33533,463,24.5,80,6,0.934,1,moderate,clear,20,4,1,0
2024-08-18 10:39:00,RD_015,Arcot Road,local,13.055866,80.208964,157,33.5,50,4,0.478,0,free,clear,10,6,1,1
2024-08-05 22:38:00,RD_017,Usman Road T Nagar,local,13.04014,80.237814,213,19.5,40,4,0.695,0,moderate,clear,22,0,0,0
2024-02-22 20:35:00,RD_051,Road Segment 51,highway,12.871041,80.368074,96,20.1,40,2,0.533,0,moderate,clear,20,3,1,0
2024-12-06 17:46:00,RD_066,Road Segment 66,highway,13.150324,80.12061,125,14.2,40,2,0.761,1,moderate,rain,17,4,1,0
2024-05-06 13:53:00,RD_024,Road Segment 24,arterial,12.853527,80.159687,61,58.7,80,2,0.279,0,free,clear,13,0,0,0
2024-10-28 17:25:00,RD_004,ECR (East Coast Road),highway,12.84836,80.252863,320,16.6,80,4,0.996,1,heavy,clear,17,0,1,0
2024-04-12 14:34:00,RD_019,100 Feet Road Vadapalani,arterial,13.0519,80.208066,103,26.7,60,4,0.367,0,moderate,fog,14,4,0,0
2024-07-28 13:26:00,RD_005,NH-16 (Chennai-Kolkata Highway),highway,13.152334,80.281872,228,65.5,100,6,0.545,0,free,clear,13,6,0,1
2024-03-22 02:20:00,RD_070,Road Segment 70,local,12.997768,80.385178,56,57.8,80,2,0.361,0,free,clear,2,4,0,0
2024-06-25 13:22:00,RD_016,Patel Road T Nagar,local,13.035961,80.235587,201,22.1,40,4,0.582,0,moderate,clear,13,1,0,0
2024-10-24 09:03:00,RD_001,Anna Salai (Mount Road),arterial,13.074007,80.251595,341,24.7,60,6,0.733,0,moderate,clear,9,3,1,0
2024-03-20 09:52:00,RD_052,Road Segment 52,highway,13.023556,80.12015,159,15.9,50,2,1.0,1,moderate,clear,9,2,1,0
2024-01-17 09:32:00,RD_073,Road Segment 73,local,12.876619,80.156573,366,20.7,40,6,0.794,1,moderate,clear,9,2,1,0
2024-04-02 07:26:00,RD_039,Road Segment 39,highway,12.901152,80.321023,480,15.8,60,6,0.956,1,heavy,clear,7,1,1,0
2024-07-25 04:44:00,RD_067,Road Segment 67,local,13.199113,80.352935,44,23.5,40,2,0.338,0,moderate,rain,4,3,0,0
2024-12-09 12:07:00,RD_003,OMR (Old Mahabalipuram Road),arterial,12.919896,80.230557,185,36.9,60,4,0.568,0,free,clear,12,0,0,0
2024-05-15 07:22:00,RD_080,Road Segment 80,highway,12.982692,80.1494,285,35.3,60,6,0.55,0,moderate,clear,7,2,1,0
2024-11-03 15:05:00,RD_053,Road Segment 53,highway,13.010071,80.265991,77,35.8,60,6,0.206,0,moderate,fog,15,6,0,1
2024-07-12 06:53:00,RD_007,Poonamallee High Road,arterial,13.053452,80.148805,100,40.1,60,4,0.263,0,free,clear,6,4,0,0
2024-03-07 00:17:00,RD_066,Road Segment 66,highway,13.156518,80.125646,22,35.2,40,2,0.202,0,free,clear,0,3,0,0
2024-02-23 09:54:00,RD_079,Road Segment 79,local,12.926028,80.180512,160,8.7,60,2,0.987,1,heavy,rain,9,4,1,0
2024-02-26 14:41:00,RD_041,Road Segment 41,local,13.030295,80.129729,160,12.1,40,2,0.924,1,moderate,clear,14,0,0,0
2024-09-22 01:36:00,RD_048,Road Segment 48,arterial,13.15555,80.193327,16,34.6,50,2,0.019,0,free,rain,1,6,0,1
2024-06-23 00:25:00,RD_075,Road Segment 75,local,12.869518,80.125911,2,46.5,60,4,-0.105,0,free,drizzle,0,6,0,1
2024-02-26 04:11:00,RD_040,Road Segment 40,local,13.003352,80.278164,61,45.6,60,2,0.328,0,free,clear,4,0,0,0
2024-04-20 05:57:00,RD_049,Road Segment 49,arterial,13.116517,80.261128,186,19.1,40,6,0.459,0,moderate,rain,5,5,0,1
2024-09-14 05:41:00,RD_069,Road Segment 69,arterial,12.986787,80.395103,160,34.2,60,4,0.583,0,moderate,clear,5,5,0,1
2024-08-05 14:16:00,RD_064,Road Segment 64,highway,13.128403,80.132618,106,28.2,50,2,0.73,0,moderate,clear,14,0,0,0
2024-09-24 19:14:00,RD_044,Road Segment 44,highway,13.191386,80.361836,480,11.6,40,6,1.0,1,heavy,drizzle,19,1,1,0
2024-02-01 13:45:00,RD_046,Road Segment 46,highway,12.889695,80.231028,113,39.1,80,2,0.696,0,moderate,clear,13,3,0,0
2024-07-05 22:19:00,RD_047,Road Segment 47,local,13.15653,80.177906,251,35.8,50,6,0.564,0,free,clear,22,4,0,0
2024-02-04 06:28:00,RD_012,Sardar Patel Road,arterial,13.006639,80.218537,190,30.7,60,4,0.665,0,moderate,clear,6,6,0,1
2024-09-26 00:58:00,RD_012,Sardar Patel Road,arterial,13.008344,80.220523,0,60.6,60,4,0.013,0,free,clear,0,3,0,0
2024-12-06 06:09:00,RD_042,Road Segment 42,local,13.070104,80.334257,434,25.8,80,6,0.912,1,moderate,rain,6,4,0,0
2024-03-02 22:16:00,RD_065,Road Segment 65,local,13.002441,80.229995,97,48.5,60,4,0.323,0,free,clear,22,5,0,1
2024-06-24 17:11:00,RD_053,Road Segment 53,highway,13.015852,80.257947,317,21.9,60,6,0.602,1,moderate,rain,17,0,1,0
2024-05-27 07:53:00,RD_059,Road Segment 59,highway,12.873255,80.171318,160,23.3,80,2,0.973,1,heavy,clear,7,0,1,0
2024-07-16 02:30:00,RD_043,Road Segment 43,arterial,12.986767,80.281216,20,73.4,80,6,0.089,0,free,clear,2,1,0,0
2024-06-20 07:54:00,RD_075,Road Segment 75,local,12.863595,80.12852,316,14.7,60,4,0.981,1,heavy,drizzle,7,3,1,0
2024-11-01 08:28:00,RD_072,Road Segment 72,highway,12.867392,80.275951,106,24.6,50,2,0.732,0,moderate,clear,8,4,1,0
2024-02-27 09:26:00,RD_036,Road Segment 36,arterial,13.143448,80.328652,153,10.1,50,2,1.0,1,heavy,rain,9,1,1,0
2024-11-13 02:18:00,RD_025,Road Segment 25,highway,13.056904,80.342364,33,26.3,40,2,-0.013,0,free,rain,2,2,0,0
2024-02-04 22:07:00,RD_080,Road Segment 80,highway,12.978793,80.147903,55,41.8,60,6,0.128,0,free,rain,22,6,0,1
2024-08-14 18:36:00,RD_062,Road Segment 62,highway,12.977529,80.218799,480,6.7,40,6,1.0,1,heavy,clear,18,2,1,0
2024-10-15 00:04:00,RD_012,Sardar Patel Road,arterial,13.010075,80.227129,6,55.8,60,4,-0.023,0,free,drizzle,0,1,0,0
2024-09-11 13:50:00,RD_071,Road Segment 71,arterial,12.958292,80.388987,93,36.1,40,6,0.216,0,free,clear,13,2,0,0
2024-11-06 09:38:00,RD_021,Road Segment 21,local,13.06922,80.105279,160,15.1,60,2,0.818,1,heavy,clear,9,2,1,0
2024-04-07 17:19:00,RD_073,Road Segment 73,local,12.877333,80.152542,308,18.5,40,6,0.684,0,moderate,clear,17,6,1,1
2024-09-27 06:48:00,RD_014,Nungambakkam High Road,local,13.061212,80.242106,119,29.7,50,4,0.444,0,moderate,clear,6,4,0,0
2024-11-17 04:17:00,RD_020,Kamarajar Salai Marina,arterial,13.059774,80.283114,0,54.2,60,6,-0.048,0,free,drizzle,4,6,0,1
2024-07-13 22:24:00,RD_011,Velachery Main Road,arterial,12.976092,80.224405,94,26.4,50,4,0.253,0,moderate,fog,22,5,0,1
2024-06-06 23:22:00,RD_022,Road Segment 22,arterial,12.901201,80.131353,0,39.6,40,6,0.029,0,free,clear,23,3,0,0
2024-07-23 14:55:00,RD_056,Road Segment 56,local,13.003447,80.172313,78,28.4,40,4,0.166,0,free,drizzle,14,1,0,0
2024-06-21 20:00:00,RD_061,Road Segment 61,arterial,13.127659,80.159175,480,15.3,40,6,1.0,1,moderate,clear,20,4,1,0
2024-12-03 10:59:00,RD_044,Road Segment 44,highway,13.19285,80.361718,480,11.1,40,6,1.0,1,heavy,clear,10,1,1,0
2024-12-07 20:44:00,RD_080,Road Segment 80,highway,12.977545,80.147992,316,33.9,60,6,0.654,0,moderate,clear,20,5,1,1
2024-01-24 14:37:00,RD_021,Road Segment 21,local,13.076559,80.108089,67,37.2,60,2,0.374,0,free,drizzle,14,2,0,0
2024-12-27 20:11:00,RD_001,Anna Salai (Mount Road),arterial,13.069663,80.254117,432,13.5,60,6,0.908,1,heavy,fog,20,4,1,0
2024-08-25 15:28:00,RD_010,Outer Ring Road,ring,13.000473,80.148212,211,52.2,80,6,0.431,0,free,clear,15,6,0,1
2024-04-16 19:02:00,RD_012,Sardar Patel Road,arterial,13.011392,80.218189,320,10.6,60,4,0.962,1,heavy,fog,19,1,1,0
2024-02-23 08:19:00,RD_057,Road Segment 57,local,13.054958,80.166265,77,27.3,50,2,0.593,0,moderate,clear,8,4,1,0
2024-10-21 05:16:00,RD_048,Road Segment 48,arterial,13.156206,80.190232,6,39.3,50,2,0.264,0,free,clear,5,0,0,0
2024-10-20 13:57:00,RD_048,Road Segment 48,arterial,13.156116,80.190186,87,21.2,50,2,0.624,0,moderate,rain,13,6,0,1
2024-04-13 11:47:00,RD_015,Arcot Road,local,13.04608,80.2074,197,27.6,50,4,0.576,0,moderate,clear,11,5,0,1
2024-04-13 01:21:00,RD_073,Road Segment 73,local,12.882836,80.158844,0,43.3,40,6,0.004,0,free,clear,1,5,0,1
2024-05-25 03:05:00,RD_062,Road Segment 62,highway,12.974761,80.221435,1,40.1,40,6,-0.039,0,free,clear,3,5,0,1
2024-07-05 05:12:00,RD_002,GST Road,highway,12.964732,80.19101,83,74.7,80,6,0.224,0,free,clear,5,4,0,0
2024-08-13 08:03:00,RD_069,Road Segment 69,arterial,12.979282,80.395957,248,22.2,60,4,0.796,1,moderate,clear,8,1,1,0
2024-08-03 02:24:00,RD_019,100 Feet Road Vadapalani,arterial,13.051966,80.205027,11,54.2,60,4,0.02,0,free,clear,2,5,0,1
2024-09-15 05:41:00,RD_047,Road Segment 47,local,13.154449,80.177025,54,33.0,50,6,0.077,0,free,rain,5,6,0,1
2024-08-17 02:42:00,RD_022,Road Segment 22,arterial,12.900156,80.127227,17,34.7,40,6,0.004,0,free,drizzle,2,5,0,1
2024-07-31 16:08:00,RD_037,Road Segment 37,highway,12.993998,80.121458,89,34.9,60,2,0.487,0,moderate,clear,16,2,0,0
2024-09-29 20:26:00,RD_022,Road Segment 22,arterial,12.896877,80.128494,163,21.8,40,6,0.287,0,moderate,clear,20,6,1,1
2024-12-11 15:01:00,RD_072,Road Segment 72,highway,12.871685,80.269312,63,22.2,50,2,0.398,0,moderate,fog,15,2,0,0
2024-08-12 01:08:00,RD_014,Nungambakkam High Road,local,13.054017,80.239193,30,33.5,50,4,0.108,0,free,rain,1,0,0,0
2024-07-19 12:49:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.959592,80.237681,145,38.7,60,4,0.558,0,free,clear,12,4,0,0
2024-08-26 08:16:00,RD_029,Road Segment 29,local,13.045131,80.348065,480,12.5,60,6,0.829,1,heavy,clear,8,0,1,0
2024-10-17 11:08:00,RD_072,Road Segment 72,highway,12.864171,80.275792,49,23.0,50,2,0.139,0,moderate,fog,11,3,0,0
2024-08-30 23:18:00,RD_004,ECR (East Coast Road),highway,12.851255,80.246829,119,58.0,80,4,0.314,0,free,clear,23,4,0,0
2024-06-21 00:47:00,RD_062,Road Segment 62,highway,12.976417,80.226122,146,28.5,40,6,0.234,0,free,clear,0,4,0,0
2024-08-12 16:01:00,RD_015,Arcot Road,local,13.04566,80.209222,47,48.3,50,4,0.27,0,free,clear,16,0,0,0
2024-10-02 05:32:00,RD_065,Road Segment 65,local,13.011508,80.223467,215,28.3,60,4,0.686,0,moderate,drizzle,5,2,0,0
