incident_id,road_id,road_name,latitude,longitude,incident_type,severity,start_time,duration_min,delay_added_min,lanes_affected,is_cleared
INC_0250,RD_007,Poonamallee High Road,13.046569,80.147398,vip_movement,critical,2024-05-05 06:00,70,49,1,True
INC_0251,RD_018,LB Road Adyar,13.002352,80.257315,accident,major,2024-04-21 02:00,180,25,4,True
INC_0252,RD_069,Road Segment 69,12.986142,80.394686,road_block,major,2024-05-10 03:00,56,21,2,True
INC_0253,RD_052,Road Segment 52,13.016358,80.122297,breakdown,critical,2024-09-17 21:00,119,52,1,False
INC_0254,RD_006,Rajiv Gandhi Salai (IT Corridor),12.956779,80.237779,breakdown,minor,2024-04-11 16:00,24,10,3,False
INC_0255,RD_009,Inner Ring Road,13.022074,80.212842,accident,minor,2024-04-05 01:00,194,13,1,True
INC_0256,RD_067,Road Segment 67,13.198518,80.358482,protest,minor,2024-10-29 20:00,67,3,2,True
INC_0257,RD_004,ECR (East Coast Road),12.851022,80.251479,vip_movement,major,2024-02-22 04:00,175,23,4,True
INC_0258,RD_046,Road Segment 46,12.887285,80.221277,vip_movement,minor,2024-08-31 23:00,216,15,1,True
INC_0259,RD_057,Road Segment 57,13.049933,80.172916,breakdown,critical,2024-01-18 17:00,67,49,2,False
INC_0260,RD_016,Patel Road T Nagar,13.041594,80.235315,road_block,minor,2024-02-15 03:00,185,9,2,True
INC_0261,RD_016,Patel Road T Nagar,13.038106,80.234448,vip_movement,critical,2024-02-10 16:00,127,55,2,False
INC_0262,RD_032,Road Segment 32,13.07602,80.211697,accident,minor,2024-09-14 14:00,68,9,4,False
INC_0263,RD_074,Road Segment 74,12.996567,80.387059,flood,critical,2024-03-27 01:00,119,49,1,True
INC_0264,RD_020,Kamarajar Salai Marina,13.058273,80.283368,protest,major,2024-01-01 20:00,105,29,3,True
INC_0265,RD_041,Road Segment 41,13.0226,80.129739,breakdown,major,2024-05-02 06:00,74,29,1,False
INC_0266,RD_039,Road Segment 39,12.900827,80.321662,breakdown,major,2024-02-05 13:00,137,26,5,False
INC_0267,RD_035,Road Segment 35,12.944101,80.368671,vip_movement,major,2024-11-18 23:00,184,19,4,True
INC_0268,RD_011,Velachery Main Road,12.978014,80.221968,road_block,minor,2024-10-26 21:00,134,11,3,True
INC_0269,RD_031,Road Segment 31,13.151073,80.361336,breakdown,critical,2024-05-09 21:00,224,48,3,True
INC_0270,RD_037,Road Segment 37,12.995595,80.121976,protest,critical,2024-06-06 12:00,60,48,2,False
INC_0271,RD_055,Road Segment 55,12.99364,80.298688,breakdown,critical,2024-05-10 05:00,119,44,1,True
INC_0272,RD_056,Road Segment 56,13.006575,80.171746,flood,minor,2024-12-27 12:00,208,10,1,False
INC_0273,RD_054,Road Segment 54,12.995417,80.162122,construction,major,2024-04-09 06:00,230,24,3,True
INC_0274,RD_058,Road Segment 58,13.099367,80.120409,vip_movement,critical,2024-03-29 16:00,206,42,1,False
INC_0275,RD_043,Road Segment 43,12.981666,80.279273,breakdown,critical,2024-12-18 21:00,15,42,6,True
INC_0276,RD_028,Road Segment 28,13.133066,80.316533,construction,minor,2024-05-16 05:00,164,12,2,True
INC_0277,RD_073,Road Segment 73,12.880134,80.156886,flood,minor,2024-04-30 22:00,66,6,2,False
INC_0278,RD_039,Road Segment 39,12.9004,80.316532,construction,major,2024-07-16 13:00,239,19,5,True
INC_0279,RD_016,Patel Road T Nagar,13.041259,80.229245,flood,minor,2024-05-03 14:00,143,7,4,True
INC_0280,RD_050,Road Segment 50,13.016685,80.13672,breakdown,minor,2024-02-14 17:00,218,10,4,True
INC_0281,RD_036,Road Segment 36,13.145754,80.329307,accident,major,2024-08-20 03:00,120,29,1,True
INC_0282,RD_031,Road Segment 31,13.149204,80.359363,breakdown,major,2024-10-01 15:00,72,25,3,True
INC_0283,RD_058,Road Segment 58,13.094268,80.121232,breakdown,critical,2024-10-25 07:00,186,44,1,True
INC_0284,RD_067,Road Segment 67,13.198442,80.35368,road_block,major,2024-08-01 14:00,84,22,2,False
INC_0285,RD_038,Road Segment 38,13.029524,80.360686,accident,critical,2024-06-18 13:00,184,53,1,True
INC_0286,RD_010,Outer Ring Road,12.998995,80.15519,protest,major,2024-10-25 23:00,51,29,1,True
INC_0287,RD_045,Road Segment 45,12.893005,80.361003,vip_movement,minor,2024-12-04 18:00,28,15,5,True
INC_0288,RD_063,Road Segment 63,13.193906,80.128943,accident,major,2024-09-02 20:00,56,29,2,True
INC_0289,RD_047,Road Segment 47,13.157321,80.18181,flood,major,2024-10-03 05:00,20,29,3,True
INC_0290,RD_064,Road Segment 64,13.128948,80.132006,accident,critical,2024-04-26 03:00,114,47,1,True
INC_0291,RD_068,Road Segment 68,12.987717,80.23928,vip_movement,critical,2024-07-04 23:00,230,44,2,False
INC_0292,RD_041,Road Segment 41,13.030054,80.126326,accident,minor,2024-09-26 02:00,164,12,1,False
INC_0293,RD_042,Road Segment 42,13.061756,80.337925,protest,major,2024-11-04 02:00,20,27,2,False
INC_0294,RD_067,Road Segment 67,13.203209,80.356802,vip_movement,minor,2024-11-01 10:00,51,13,2,True
INC_0295,RD_061,Road Segment 61,13.133925,80.157508,flood,major,2024-06-28 22:00,196,19,2,False
INC_0296,RD_080,Road Segment 80,12.981422,80.149779,breakdown,critical,2024-03-12 12:00,152,42,2,True
INC_0297,RD_059,Road Segment 59,12.875333,80.172912,breakdown,minor,2024-12-24 12:00,129,15,2,False
INC_0298,RD_041,Road Segment 41,13.034259,80.126549,breakdown,major,2024-03-15 19:00,23,25,2,True
INC_0299,RD_048,Road Segment 48,13.151706,80.18748,protest,major,2024-10-18 18:00,16,19,2,True
INC_0300,RD_004,ECR (East Coast Road),12.854135,80.249886,vip_movement,minor,2024-03-21 08:00,36,10,1,True
INC_0301,RD_040,Road Segment 40,12.99521,80.274022,construction,critical,2024-07-28 21:00,21,53,1,False
INC_0302,RD_012,Sardar Patel Road,13.010237,80.212982,accident,major,2024-05-16 00:00,197,17,3,False
INC_0303,RD_036,Road Segment 36,13.144652,80.332599,flood,critical,2024-12-21 04:00,222,50,1,True
INC_0304,RD_056,Road Segment 56,13.002611,80.175291,flood,critical,2024-10-21 20:00,81,42,4,False
INC_0305,RD_017,Usman Road T Nagar,13.039448,80.238468,flood,major,2024-02-17 01:00,111,18,1,True
INC_0306,RD_064,Road Segment 64,13.124235,80.130808,construction,minor,2024-10-29 04:00,165,5,2,False
INC_0307,RD_012,Sardar Patel Road,13.004768,80.220401,accident,minor,2024-12-17 02:00,132,14,1,False
INC_0308,RD_035,Road Segment 35,12.945074,80.376662,protest,critical,2024-07-09 13:00,210,51,2,True
INC_0309,RD_045,Road Segment 45,12.891726,80.365949,breakdown,major,2024-03-12 01:00,209,29,3,True
INC_0310,RD_037,Road Segment 37,12.990893,80.120271,construction,major,2024-06-25 04:00,227,28,2,True
INC_0311,RD_079,Road Segment 79,12.925013,80.173664,construction,minor,2024-05-03 06:00,205,14,1,True
INC_0312,RD_062,Road Segment 62,12.977494,80.22556,vip_movement,minor,2024-08-10 14:00,71,15,2,False
INC_0313,RD_035,Road Segment 35,12.945068,80.379327,breakdown,major,2024-11-01 11:00,43,20,3,True
INC_0314,RD_021,Road Segment 21,13.068925,80.107182,breakdown,minor,2024-09-03 14:00,104,6,2,True
INC_0315,RD_056,Road Segment 56,13.010484,80.173137,accident,minor,2024-06-09 17:00,143,12,3,True
INC_0316,RD_066,Road Segment 66,13.150924,80.124901,flood,critical,2024-07-18 12:00,148,52,2,True
INC_0317,RD_062,Road Segment 62,12.978241,80.222174,road_block,critical,2024-08-29 15:00,32,49,1,True
INC_0318,RD_062,Road Segment 62,12.972859,80.223544,accident,critical,2024-08-24 20:00,94,44,5,True
INC_0319,RD_062,Road Segment 62,12.977642,80.223962,vip_movement,minor,2024-04-15 21:00,233,12,4,True
INC_0320,RD_042,Road Segment 42,13.07272,80.338895,flood,critical,2024-10-09 19:00,215,48,4,True
INC_0321,RD_028,Road Segment 28,13.133557,80.31323,protest,critical,2024-08-17 05:00,128,48,1,False
INC_0322,RD_024,Road Segment 24,12.863977,80.158029,breakdown,major,2024-10-12 01:00,60,23,2,True
INC_0323,RD_020,Kamarajar Salai Marina,13.057793,80.27884,accident,major,2024-01-14 07:00,186,21,5,False
INC_0324,RD_011,Velachery Main Road,12.987909,80.222559,flood,major,2024-02-08 05:00,233,22,1,False
INC_0325,RD_068,Road Segment 68,12.990012,80.241724,accident,major,2024-09-28 20:00,176,27,2,False
INC_0326,RD_029,Road Segment 29,13.043511,80.351317,breakdown,major,2024-05-16 02:00,180,24,3,False
INC_0327,RD_073,Road Segment 73,12.870028,80.159755,vip_movement,critical,2024-03-23 23:00,183,42,3,True
INC_0328,RD_002,GST Road,12.965851,80.187941,road_block,major,2024-12-14 23:00,119,29,1,False
INC_0329,RD_031,Road Segment 31,13.143671,80.364936,accident,minor,2024-01-19 15:00,223,15,2,False
INC_0330,RD_057,Road Segment 57,13.05616,80.171249,road_block,major,2024-01-13 20:00,200,17,2,True
INC_0331,RD_045,Road Segment 45,12.889573,80.366266,breakdown,minor,2024-12-18 09:00,179,10,4,True
INC_0332,RD_043,Road Segment 43,12.98218,80.27805,flood,critical,2024-07-28 21:00,58,47,4,False
INC_0333,RD_026,Road Segment 26,13.000854,80.182036,protest,critical,2024-09-06 00:00,228,54,4,True
INC_0334,RD_045,Road Segment 45,12.889863,80.370296,breakdown,minor,2024-10-24 18:00,167,4,6,False
INC_0335,RD_012,Sardar Patel Road,13.008671,80.2228,flood,minor,2024-05-18 03:00,36,6,1,True
INC_0336,RD_076,Road Segment 76,13.081723,80.199726,flood,minor,2024-10-20 04:00,124,10,4,True
INC_0337,RD_025,Road Segment 25,13.052691,80.343692,flood,minor,2024-06-19 07:00,239,4,2,True
INC_0338,RD_025,Road Segment 25,13.060489,80.341984,construction,major,2024-02-28 18:00,71,18,2,True
INC_0339,RD_012,Sardar Patel Road,13.003814,80.220102,flood,critical,2024-08-16 04:00,194,44,3,True
INC_0340,RD_054,Road Segment 54,13.002415,80.163092,construction,major,2024-11-06 06:00,205,29,6,True
INC_0341,RD_002,GST Road,12.973506,80.191243,flood,minor,2024-01-16 01:00,52,8,6,True
INC_0342,RD_052,Road Segment 52,13.021365,80.119159,protest,critical,2024-02-07 13:00,50,52,2,False
INC_0343,RD_043,Road Segment 43,12.988542,80.280211,protest,critical,2024-02-22 20:00,71,50,5,True
INC_0344,RD_069,Road Segment 69,12.979533,80.391903,accident,major,2024-05-29 15:00,21,23,3,True
INC_0345,RD_050,Road Segment 50,13.021735,80.134096,road_block,critical,2024-02-19 14:00,181,45,4,True
INC_0346,RD_033,Road Segment 33,13.081513,80.313805,vip_movement,minor,2024-05-23 03:00,232,8,2,True
INC_0347,RD_054,Road Segment 54,12.999836,80.166855,breakdown,minor,2024-04-28 07:00,160,11,3,False
INC_0348,RD_037,Road Segment 37,12.992333,80.117224,flood,critical,2024-09-06 16:00,161,45,1,True
INC_0349,RD_030,Road Segment 30,13.090935,80.1114,road_block,major,2024-07-16 23:00,75,18,4,True
INC_0350,RD_053,Road Segment 53,13.016192,80.26562,breakdown,major,2024-06-21 02:00,85,21,5,True
INC_0351,RD_025,Road Segment 25,13.058159,80.339812,road_block,critical,2024-12-26 07:00,147,50,2,True
INC_0352,RD_026,Road Segment 26,12.999017,80.184735,vip_movement,critical,2024-05-17 01:00,165,55,3,False
INC_0353,RD_054,Road Segment 54,13.000318,80.160813,accident,major,2024-07-28 17:00,35,18,2,True
INC_0354,RD_059,Road Segment 59,12.876686,80.17043,construction,major,2024-03-02 12:00,58,20,2,True
INC_0355,RD_016,Patel Road T Nagar,13.047666,80.234572,construction,minor,2024-10-23 20:00,26,11,1,False
INC_0356,RD_079,Road Segment 79,12.92646,80.184813,flood,critical,2024-11-13 19:00,170,52,1,False
INC_0357,RD_060,Road Segment 60,12.895114,80.379738,accident,critical,2024-07-17 17:00,150,52,2,False
INC_0358,RD_020,Kamarajar Salai Marina,13.061261,80.279366,accident,critical,2024-12-12 20:00,145,50,1,True
INC_0359,RD_041,Road Segment 41,13.028404,80.131401,flood,major,2024-02-22 03:00,18,26,2,True
INC_0360,RD_060,Road Segment 60,12.89809,80.381667,breakdown,major,2024-07-25 23:00,200,24,2,True
INC_0361,RD_008,Grand Southern Trunk Road,12.980857,80.110944,flood,minor,2024-03-18 13:00,30,11,4,True
INC_0362,RD_004,ECR (East Coast Road),12.846323,80.249385,construction,minor,2024-04-24 18:00,240,2,4,False
INC_0363,RD_064,Road Segment 64,13.127863,80.132564,protest,minor,2024-04-21 10:00,29,7,2,True
INC_0364,RD_036,Road Segment 36,13.144739,80.332848,accident,major,2024-01-03 07:00,127,20,1,True
INC_0365,RD_041,Road Segment 41,13.031779,80.126867,protest,critical,2024-10-02 05:00,138,47,1,True
INC_0366,RD_016,Patel Road T Nagar,13.039319,80.234169,road_block,minor,2024-09-25 10:00,132,4,4,True
INC_0367,RD_069,Road Segment 69,12.983969,80.397592,road_block,minor,2024-05-09 14:00,157,15,3,True
INC_0368,RD_077,Road Segment 77,13.089444,80.190041,construction,critical,2024-02-05 23:00,164,44,1,True
INC_0369,RD_027,Road Segment 27,12.880853,80.13341,construction,major,2024-04-11 21:00,64,27,2,False
INC_0370,RD_078,Road Segment 78,13.009493,80.398673,vip_movement,minor,2024-02-17 17:00,185,10,1,False
INC_0371,RD_079,Road Segment 79,12.921702,80.176097,breakdown,major,2024-07-23 12:00,194,17,1,True
INC_0372,RD_001,Anna Salai (Mount Road),13.067016,80.259547,flood,major,2024-07-22 13:00,207,18,5,False
INC_0373,RD_036,Road Segment 36,13.144168,80.329788,road_block,major,2024-01-07 15:00,203,21,2,True
INC_0374,RD_020,Kamarajar Salai Marina,13.061135,80.28331,breakdown,minor,2024-09-21 19:00,231,3,4,True
INC_0375,RD_058,Road Segment 58,13.103849,80.115992,road_block,major,2024-02-26 04:00,72,25,2,False
INC_0376,RD_079,Road Segment 79,12.930568,80.178218,vip_movement,major,2024-02-04 10:00,97,20,2,False
INC_0377,RD_020,Kamarajar Salai Marina,13.059144,80.284528,flood,major,2024-05-25 07:00,229,26,4,False
INC_0378,RD_027,Road Segment 27,12.887798,80.128915,accident,critical,2024-11-24 22:00,61,52,5,True
INC_0379,RD_041,Road Segment 41,13.026595,80.12542,accident,minor,2024-06-30 20:00,223,4,2,True
INC_0380,RD_005,NH-16 (Chennai-Kolkata Highway),13.153192,80.288685,road_block,major,2024-08-14 20:00,73,30,6,True
INC_0381,RD_069,Road Segment 69,12.985687,80.401443,breakdown,minor,2024-10-16 06:00,219,11,3,False
INC_0382,RD_080,Road Segment 80,12.977837,80.148426,breakdown,minor,2024-09-16 01:00,65,14,3,False
INC_0383,RD_006,Rajiv Gandhi Salai (IT Corridor),12.959098,80.243187,protest,major,2024-07-27 04:00,31,30,3,True
INC_0384,RD_038,Road Segment 38,13.026189,80.368301,construction,minor,2024-01-19 13:00,32,12,1,False
INC_0385,RD_022,Road Segment 22,12.900788,80.132111,construction,minor,2024-03-18 09:00,146,15,6,False
INC_0386,RD_069,Road Segment 69,12.981929,80.395812,construction,critical,2024-11-12 16:00,224,50,1,True
INC_0387,RD_069,Road Segment 69,12.983118,80.397884,breakdown,minor,2024-04-29 02:00,15,9,3,True
INC_0388,RD_050,Road Segment 50,13.020826,80.135679,flood,major,2024-06-13 04:00,30,22,4,True
INC_0389,RD_010,Outer Ring Road,12.998881,80.144924,protest,minor,2024-10-24 15:00,58,5,5,True
INC_0390,RD_062,Road Segment 62,12.973324,80.229662,flood,minor,2024-12-05 13:00,70,4,6,False
INC_0391,RD_034,Road Segment 34,12.903167,80.318292,flood,critical,2024-04-12 08:00,140,44,4,False
INC_0392,RD_056,Road Segment 56,13.004182,80.171613,flood,minor,2024-08-18 22:00,186,12,2,True
INC_0393,RD_050,Road Segment 50,13.020785,80.137691,road_block,major,2024-01-31 13:00,31,20,2,True
INC_0394,RD_063,Road Segment 63,13.191834,80.124183,construction,minor,2024-08-08 10:00,31,10,3,False
INC_0395,RD_076,Road Segment 76,13.084683,80.193043,accident,major,2024-02-16 04:00,239,22,4,True
INC_0396,RD_038,Road Segment 38,13.027322,80.367134,vip_movement,minor,2024-11-03 05:00,50,8,2,True
INC_0397,RD_073,Road Segment 73,12.881844,80.153042,accident,minor,2024-06-08 08:00,50,11,6,True
INC_0398,RD_038,Road Segment 38,13.027883,80.365351,construction,critical,2024-10-02 07:00,20,55,2,True
INC_0399,RD_049,Road Segment 49,13.119611,80.26687,accident,minor,2024-10-27 19:00,202,11,3,True
