poi_id,name,category,latitude,longitude,rating,open_now,open_hours,road_name
POI_0280,McDonald's,restaurant,13.061361,80.16767,4.8,True,9AM-8PM,Road Segment 57
POI_0281,Saravana Bhavan,restaurant,12.987086,80.248467,3.9,True,6AM-10PM,Road Segment 68
POI_0282,Anjappar,restaurant,12.982654,80.159398,4.6,True,8AM-9PM,Road Segment 54
POI_0283,Anjappar,restaurant,12.950129,80.389875,3.7,True,24/7,Road Segment 71
POI_0284,McDonald's,restaurant,12.997805,80.390375,3.3,True,24/7,Road Segment 74
POI_0285,Anjappar,restaurant,12.973996,80.285439,4.5,False,24/7,Road Segment 43
POI_0286,Anjappar,restaurant,13.023954,80.128685,4.3,True,8AM-9PM,Road Segment 41
POI_0287,Subway,restaurant,12.990318,80.406028,3.9,True,6AM-10PM,Road Segment 78
POI_0288,Adyar Ananda Bhavan,restaurant,13.001845,80.144047,3.3,True,8AM-9PM,Outer Ring Road
POI_0289,Buhari,restaurant,13.039297,80.143356,3.5,True,8AM-9PM,Poonamallee High Road
POI_0290,Saravana Bhavan,restaurant,12.852553,80.166577,4.3,True,9AM-8PM,Road Segment 24
POI_0291,Pizza Hut,restaurant,13.133001,80.142319,3.6,True,9AM-8PM,Road Segment 64
POI_0292,Burger King,restaurant,13.136931,80.162631,3.2,True,24/7,Road Segment 61
POI_0293,Adyar Ananda Bhavan,restaurant,12.902767,80.121232,4.7,True,8AM-9PM,Road Segment 22
POI_0294,Murugan Idli,restaurant,13.094564,80.197343,4.8,True,9AM-8PM,Road Segment 76
POI_0295,Burger King,restaurant,12.868348,80.141307,3.3,True,24/7,Road Segment 75
POI_0296,Pizza Hut,restaurant,12.923314,80.243119,3.0,False,8AM-9PM,OMR (Old Mahabalipuram Road)
POI_0297,Murugan Idli,restaurant,12.952009,80.229326,4.6,True,8AM-9PM,Rajiv Gandhi Salai (IT Corridor)
POI_0298,Saravana Bhavan,restaurant,13.069256,80.123243,2.9,True,9AM-8PM,Road Segment 21
POI_0299,KFC,restaurant,13.035452,80.358245,4.1,True,9AM-8PM,Road Segment 38
POI_0300,McDonald's,restaurant,13.052211,80.252885,4.8,True,24/7,Anna Salai (Mount Road)
POI_0301,Subway,restaurant,12.970457,80.193493,4.6,True,6AM-10PM,GST Road
POI_0302,Murugan Idli,restaurant,12.867227,80.266248,4.6,True,24/7,Road Segment 72
POI_0303,Anjappar,restaurant,13.054377,80.232787,5.0,True,8AM-9PM,Cathedral Road
POI_0304,Dominos,restaurant,12.991992,80.233194,4.9,True,6AM-10PM,Road Segment 65
POI_0305,Murugan Idli,restaurant,13.13335,80.121403,3.0,True,8AM-9PM,Road Segment 64
POI_0306,McDonald's,restaurant,13.015275,80.211099,3.5,True,8AM-9PM,Inner Ring Road
POI_0307,Buhari,restaurant,13.016809,80.137453,3.6,False,24/7,Road Segment 41
POI_0308,McDonald's,restaurant,12.861892,80.158296,3.7,True,24/7,Road Segment 59
POI_0309,Subway,restaurant,12.932887,80.238898,3.2,True,24/7,OMR (Old Mahabalipuram Road)
POI_0310,KFC,restaurant,12.961814,80.383584,4.9,False,6AM-10PM,Road Segment 71
POI_0311,Anjappar,restaurant,12.896262,80.235287,4.3,True,9AM-8PM,Road Segment 46
POI_0312,Subway,restaurant,13.070491,80.179425,4.9,False,9AM-8PM,Road Segment 77
POI_0313,Pizza Hut,restaurant,13.02586,80.374472,4.0,True,24/7,Road Segment 38
POI_0314,Adyar Ananda Bhavan,restaurant,13.09823,80.30772,3.5,True,24/7,Road Segment 33
POI_0315,Pizza Hut,restaurant,13.003995,80.181296,3.8,False,8AM-9PM,Road Segment 56
POI_0316,Dominos,restaurant,13.083996,80.115671,4.4,True,9AM-8PM,Road Segment 21
POI_0317,Subway,restaurant,12.996586,80.281274,4.3,True,6AM-10PM,Road Segment 40
POI_0318,Saravana Bhavan,restaurant,12.869878,80.162596,3.1,True,8AM-9PM,Road Segment 59
POI_0319,Pizza Hut,restaurant,13.037881,80.236743,3.1,True,6AM-10PM,Patel Road T Nagar
POI_0320,Murugan Idli,restaurant,13.149434,80.131748,4.8,False,8AM-9PM,Road Segment 66
POI_0321,McDonald's,restaurant,13.003491,80.188084,2.9,False,6AM-10PM,Road Segment 26
POI_0322,Adyar Ananda Bhavan,restaurant,13.134542,80.138858,4.2,True,9AM-8PM,Road Segment 61
POI_0323,Pizza Hut,restaurant,13.154742,80.378361,3.1,False,9AM-8PM,Road Segment 31
POI_0324,Subway,restaurant,13.088076,80.219794,4.9,True,9AM-8PM,Road Segment 32
POI_0325,KFC,restaurant,13.015423,80.195478,3.7,True,8AM-9PM,Inner Ring Road
POI_0326,Subway,restaurant,13.002783,80.265907,4.3,True,8AM-9PM,Road Segment 43
POI_0327,Pizza Hut,restaurant,13.092742,80.114945,3.9,False,24/7,Road Segment 58
POI_0328,Buhari,restaurant,12.988701,80.210125,3.5,True,8AM-9PM,Sardar Patel Road
POI_0329,Dominos,restaurant,13.0536,80.282342,4.8,False,24/7,Kamarajar Salai Marina
POI_0330,KFC,restaurant,13.116745,80.243703,2.9,True,9AM-8PM,Road Segment 49
POI_0331,Murugan Idli,restaurant,13.007844,80.199324,3.4,True,9AM-8PM,Inner Ring Road
POI_0332,Dominos,restaurant,12.886352,80.227118,4.5,True,9AM-8PM,Road Segment 46
POI_0333,Pizza Hut,restaurant,13.036498,80.24764,4.1,True,24/7,Patel Road T Nagar
POI_0334,KFC,restaurant,13.067807,80.316387,3.9,False,6AM-10PM,Road Segment 33
POI_0335,Murugan Idli,restaurant,13.073874,80.287801,4.7,True,24/7,Kamarajar Salai Marina
POI_0336,KFC,restaurant,13.004251,80.388173,5.0,False,6AM-10PM,Road Segment 78
POI_0337,Buhari,restaurant,13.09581,80.307327,3.4,True,9AM-8PM,Road Segment 33
POI_0338,McDonald's,restaurant,12.999059,80.097544,4.3,True,8AM-9PM,Grand Southern Trunk Road
POI_0339,Adyar Ananda Bhavan,restaurant,13.016489,80.261151,3.3,True,9AM-8PM,Road Segment 53
POI_0340,Subway,restaurant,13.129938,80.361463,3.4,True,24/7,Road Segment 31
POI_0341,Saravana Bhavan,restaurant,12.868313,80.13482,4.7,True,8AM-9PM,Road Segment 23
POI_0342,Pizza Hut,restaurant,12.936129,80.388582,5.0,True,6AM-10PM,Road Segment 35
POI_0343,Dominos,restaurant,13.034529,80.361217,3.6,True,6AM-10PM,Road Segment 38
POI_0344,McDonald's,restaurant,13.027979,80.125323,3.5,True,6AM-10PM,Road Segment 41
POI_0345,Dominos,restaurant,12.914007,80.233887,2.8,True,24/7,Road Segment 46
POI_0346,Buhari,restaurant,13.016703,80.276706,4.4,True,9AM-8PM,Road Segment 40
POI_0347,Subway,restaurant,12.875341,80.114298,3.0,False,24/7,Road Segment 23
POI_0348,Anjappar,restaurant,13.062667,80.29179,4.9,True,8AM-9PM,Kamarajar Salai Marina
POI_0349,KFC,restaurant,12.922835,80.225094,3.1,True,6AM-10PM,OMR (Old Mahabalipuram Road)
POI_0350,Anjappar,restaurant,13.167754,80.36566,4.1,True,8AM-9PM,Road Segment 44
POI_0351,Anjappar,restaurant,13.042401,80.288817,3.6,True,8AM-9PM,Kamarajar Salai Marina
POI_0352,KFC,restaurant,13.131639,80.132208,4.8,True,24/7,Road Segment 64
POI_0353,KFC,restaurant,12.987953,80.191783,4.7,False,6AM-10PM,Road Segment 26
POI_0354,Buhari,restaurant,13.050817,80.203818,4.6,True,6AM-10PM,100 Feet Road Vadapalani
POI_0355,Saravana Bhavan,restaurant,13.020045,80.127359,4.6,True,24/7,Road Segment 50
POI_0356,Saravana Bhavan,restaurant,12.974098,80.246602,4.3,True,9AM-8PM,Rajiv Gandhi Salai (IT Corridor)
POI_0357,Subway,restaurant,13.016199,80.168893,4.4,True,8AM-9PM,Road Segment 56
POI_0358,Burger King,restaurant,12.855352,80.112331,3.1,True,24/7,Road Segment 23
POI_0359,Buhari,restaurant,13.00124,80.152214,3.9,True,24/7,Road Segment 54
POI_0360,Subway,restaurant,12.856072,80.24308,4.0,True,6AM-10PM,ECR (East Coast Road)
POI_0361,Adyar Ananda Bhavan,restaurant,12.985441,80.240043,2.8,True,6AM-10PM,Road Segment 68
POI_0362,KFC,restaurant,12.953037,80.236599,4.3,True,9AM-8PM,Rajiv Gandhi Salai (IT Corridor)
POI_0363,Pizza Hut,restaurant,13.124688,80.253968,3.2,True,8AM-9PM,Road Segment 49
POI_0364,Buhari,restaurant,13.153979,80.153825,5.0,False,9AM-8PM,Road Segment 61
POI_0365,Buhari,restaurant,12.989871,80.174296,4.0,True,8AM-9PM,Road Segment 26
POI_0366,Adyar Ananda Bhavan,restaurant,13.073831,80.206994,4.1,False,24/7,Road Segment 32
POI_0367,Anjappar,restaurant,12.855646,80.150647,4.1,True,24/7,Road Segment 23
POI_0368,Pizza Hut,restaurant,13.116614,80.332814,5.0,True,24/7,Road Segment 28
POI_0369,Saravana Bhavan,restaurant,12.885848,80.158723,4.3,False,6AM-10PM,Road Segment 73
POI_0370,KFC,restaurant,12.950607,80.383017,4.4,True,9AM-8PM,Road Segment 35
POI_0371,Murugan Idli,restaurant,12.904707,80.124037,3.1,True,6AM-10PM,Road Segment 22
POI_0372,Saravana Bhavan,restaurant,13.05295,80.241657,3.7,True,6AM-10PM,Usman Road T Nagar
POI_0373,Buhari,restaurant,13.157489,80.186975,4.3,True,9AM-8PM,Road Segment 47
POI_0374,Burger King,restaurant,13.184575,80.358697,4.5,False,6AM-10PM,Road Segment 67
POI_0375,Buhari,restaurant,12.879118,80.139038,4.7,True,8AM-9PM,Road Segment 75
POI_0376,KFC,restaurant,13.053666,80.251427,4.0,False,24/7,Nungambakkam High Road
POI_0377,Anjappar,restaurant,12.859002,80.383322,4.0,True,6AM-10PM,Road Segment 51
POI_0378,Pizza Hut,restaurant,13.168497,80.12424,4.6,True,6AM-10PM,Road Segment 66
POI_0379,Saravana Bhavan,restaurant,13.067349,80.13223,4.5,True,8AM-9PM,Poonamallee High Road
POI_0380,Saravana Bhavan,restaurant,13.101275,80.195389,3.2,False,8AM-9PM,Road Segment 77
POI_0381,Buhari,restaurant,13.013815,80.361666,3.2,False,9AM-8PM,Road Segment 38
POI_0382,Murugan Idli,restaurant,12.899827,80.334607,3.2,True,8AM-9PM,Road Segment 39
POI_0383,Burger King,restaurant,12.996096,80.097572,4.9,True,24/7,Road Segment 37
POI_0384,Murugan Idli,restaurant,13.10691,80.119947,3.5,False,6AM-10PM,Road Segment 58
POI_0385,Saravana Bhavan,restaurant,13.085057,80.254932,3.6,True,24/7,Anna Salai (Mount Road)
POI_0386,Buhari,restaurant,13.080706,80.201663,4.6,True,8AM-9PM,Road Segment 77
POI_0387,Adyar Ananda Bhavan,restaurant,12.931934,80.225876,3.1,False,9AM-8PM,OMR (Old Mahabalipuram Road)
POI_0388,Saravana Bhavan,restaurant,12.912967,80.304734,4.8,True,6AM-10PM,Road Segment 34
POI_0389,Murugan Idli,restaurant,13.15329,80.290862,4.4,True,8AM-9PM,NH-16 (Chennai-Kolkata Highway)
POI_0390,PNB ATM,atm,12.867766,80.280201,3.3,False,6AM-10PM,Road Segment 72
POI_0391,Axis ATM,atm,12.991037,80.278568,4.6,True,24/7,Road Segment 43
POI_0392,Axis ATM,atm,13.008842,80.269096,3.9,True,24/7,Road Segment 40
POI_0393,Axis ATM,atm,13.116908,80.248928,4.5,True,8AM-9PM,Road Segment 49
POI_0394,Canara ATM,atm,13.098686,80.299075,3.2,False,24/7,Road Segment 33
POI_0395,SBI ATM,atm,12.988058,80.098736,4.7,True,8AM-9PM,Grand Southern Trunk Road
POI_0396,Canara ATM,atm,12.911299,80.319441,3.6,False,9AM-8PM,Road Segment 39
POI_0397,HDFC ATM,atm,13.043486,80.225496,3.1,False,8AM-9PM,Patel Road T Nagar
POI_0398,Canara ATM,atm,13.026354,80.115076,3.2,True,6AM-10PM,Road Segment 50
POI_0399,HDFC ATM,atm,12.972678,80.112903,3.2,False,6AM-10PM,Grand Southern Trunk Road
POI_0400,Canara ATM,atm,13.161928,80.130605,4.4,False,9AM-8PM,Road Segment 66
POI_0401,PNB ATM,atm,13.069902,80.199237,3.8,True,8AM-9PM,Road Segment 32
POI_0402,HDFC ATM,atm,13.160713,80.100161,4.2,True,24/7,Road Segment 66
POI_0403,ICICI ATM,atm,13.137909,80.158339,4.6,True,24/7,Road Segment 61
POI_0404,Canara ATM,atm,13.038816,80.350396,3.2,True,9AM-8PM,Road Segment 29
POI_0405,HDFC ATM,atm,13.027475,80.200804,4.7,True,24/7,Inner Ring Road
POI_0406,Canara ATM,atm,12.940576,80.383231,4.1,True,24/7,Road Segment 35
POI_0407,SBI ATM,atm,12.853673,80.171047,3.8,True,8AM-9PM,Road Segment 24
POI_0408,ICICI ATM,atm,13.122681,80.125008,4.1,True,6AM-10PM,Road Segment 30
POI_0409,PNB ATM,atm,12.886939,80.122806,3.8,True,24/7,Road Segment 22
POI_0410,ICICI ATM,atm,12.977277,80.140393,5.0,True,24/7,Road Segment 80
POI_0411,Canara ATM,atm,13.210637,80.121764,5.0,True,6AM-10PM,Road Segment 63
POI_0412,Axis ATM,atm,12.96867,80.193257,3.1,True,9AM-8PM,GST Road
POI_0413,PNB ATM,atm,13.14275,80.163609,3.1,True,8AM-9PM,Road Segment 61
POI_0414,PNB ATM,atm,12.912684,80.220634,3.9,False,6AM-10PM,OMR (Old Mahabalipuram Road)
POI_0415,SBI ATM,atm,13.008309,80.233923,4.4,False,6AM-10PM,Sardar Patel Road
POI_0416,HDFC ATM,atm,12.980045,80.134407,4.9,True,24/7,Grand Southern Trunk Road
POI_0417,HDFC ATM,atm,12.977506,80.213449,4.6,False,24/7,Road Segment 62
POI_0418,HDFC ATM,atm,12.87291,80.104265,3.3,True,8AM-9PM,Road Segment 75
POI_0419,Axis ATM,atm,13.024675,80.268188,4.6,True,9AM-8PM,Road Segment 53
POI_0420,Canara ATM,atm,12.851895,80.255102,3.2,True,8AM-9PM,ECR (East Coast Road)
POI_0421,ICICI ATM,atm,13.133834,80.142053,3.2,True,6AM-10PM,Road Segment 64
POI_0422,SBI ATM,atm,13.127453,80.125382,4.2,True,24/7,Road Segment 64
POI_0423,HDFC ATM,atm,13.010156,80.273775,4.5,True,9AM-8PM,Road Segment 53
POI_0424,Canara ATM,atm,12.999465,80.148936,4.3,True,6AM-10PM,Road Segment 54
POI_0425,ICICI ATM,atm,12.9833,80.39404,4.3,True,6AM-10PM,Road Segment 69
POI_0426,HDFC ATM,atm,13.15618,80.185408,3.7,True,9AM-8PM,Road Segment 47
POI_0427,Axis ATM,atm,12.921858,80.244184,3.7,True,8AM-9PM,OMR (Old Mahabalipuram Road)
POI_0428,HDFC ATM,atm,12.994512,80.170549,3.2,True,6AM-10PM,Road Segment 54
POI_0429,Axis ATM,atm,12.866504,80.178654,4.4,True,24/7,Road Segment 73
POI_0430,PNB ATM,atm,13.019253,80.259452,3.6,True,24/7,Road Segment 53
POI_0431,SBI ATM,atm,13.006103,80.242191,4.7,True,6AM-10PM,Road Segment 68
POI_0432,ICICI ATM,atm,12.99184,80.234815,4.6,False,8AM-9PM,Sardar Patel Road
POI_0433,PNB ATM,atm,13.138276,80.130197,2.8,False,8AM-9PM,Road Segment 64
POI_0434,ICICI ATM,atm,13.053976,80.194973,2.9,False,8AM-9PM,100 Feet Road Vadapalani
POI_0435,Canara ATM,atm,13.05181,80.243461,3.4,True,24/7,Usman Road T Nagar
POI_0436,SBI ATM,atm,13.002294,80.229602,3.4,True,6AM-10PM,Sardar Patel Road
POI_0437,HDFC ATM,atm,13.187581,80.366097,3.1,True,9AM-8PM,Road Segment 44
POI_0438,Axis ATM,atm,12.898696,80.330633,3.8,True,9AM-8PM,Road Segment 39
POI_0439,ICICI ATM,atm,12.878871,80.238175,3.5,False,24/7,Road Segment 46
POI_0440,Canara ATM,atm,13.141335,80.325966,3.0,True,8AM-9PM,Road Segment 36
POI_0441,ICICI ATM,atm,13.004111,80.413089,4.1,True,8AM-9PM,Road Segment 78
POI_0442,PNB ATM,atm,12.902861,80.245605,3.3,True,8AM-9PM,Road Segment 46
POI_0443,HDFC ATM,atm,12.985168,80.101102,3.0,False,6AM-10PM,Road Segment 37
POI_0444,Canara ATM,atm,12.867248,80.286026,4.4,True,24/7,Road Segment 72
POI_0445,ICICI ATM,atm,13.063075,80.333397,3.5,True,8AM-9PM,Road Segment 42
POI_0446,HDFC ATM,atm,12.958748,80.396549,4.4,True,24/7,Road Segment 71
POI_0447,PNB ATM,atm,12.910281,80.188318,4.9,True,8AM-9PM,Road Segment 79
POI_0448,HDFC ATM,atm,13.026888,80.173001,3.8,True,9AM-8PM,Road Segment 56
POI_0449,SBI ATM,atm,12.921568,80.13623,3.1,True,9AM-8PM,Road Segment 22
POI_0450,HDFC ATM,atm,12.850264,80.268798,4.8,True,9AM-8PM,ECR (East Coast Road)
POI_0451,ICICI ATM,atm,13.13229,80.267159,4.6,False,6AM-10PM,Road Segment 49
POI_0452,ICICI ATM,atm,13.040446,80.230797,4.4,False,24/7,Usman Road T Nagar
POI_0453,HDFC ATM,atm,12.989046,80.10451,4.7,True,6AM-10PM,Road Segment 37
POI_0454,HDFC ATM,atm,13.073162,80.202614,3.4,True,9AM-8PM,Road Segment 32
POI_0455,PNB ATM,atm,13.033574,80.365747,3.0,True,8AM-9PM,Road Segment 38
POI_0456,Canara ATM,atm,13.171153,80.181215,2.8,False,8AM-9PM,Road Segment 48
POI_0457,Axis ATM,atm,12.906155,80.359837,3.3,False,9AM-8PM,Road Segment 45
POI_0458,PNB ATM,atm,13.005331,80.382157,4.3,True,6AM-10PM,Road Segment 78
POI_0459,ICICI ATM,atm,13.075576,80.30739,3.2,True,24/7,Road Segment 33
POI_0460,Axis ATM,atm,12.926876,80.318522,3.3,True,6AM-10PM,Road Segment 34
POI_0461,ICICI ATM,atm,13.049088,80.244435,3.0,True,8AM-9PM,Usman Road T Nagar
POI_0462,SBI ATM,atm,13.026509,80.273348,3.2,True,9AM-8PM,Road Segment 53
POI_0463,HDFC ATM,atm,13.041957,80.245433,2.9,True,6AM-10PM,Usman Road T Nagar
POI_0464,ICICI ATM,atm,13.128313,80.330541,3.6,True,8AM-9PM,Road Segment 36
POI_0465,PNB ATM,atm,13.077545,80.202534,3.4,True,8AM-9PM,Road Segment 32
POI_0466,SBI ATM,atm,13.009976,80.130109,3.0,True,9AM-8PM,Road Segment 52
POI_0467,Axis ATM,atm,13.070519,80.1783,4.7,True,24/7,Road Segment 57
POI_0468,Axis ATM,atm,12.880202,80.162148,4.9,True,8AM-9PM,Road Segment 59
POI_0469,PNB ATM,atm,12.883961,80.326434,3.5,True,9AM-8PM,Road Segment 39
POI_0470,Netmeds,pharmacy,13.0346,80.289638,4.5,True,9AM-8PM,Kamarajar Salai Marina
POI_0471,Netmeds,pharmacy,12.915417,80.19916,3.5,True,6AM-10PM,Road Segment 79
POI_0472,Frank Ross,pharmacy,12.883612,80.372099,3.1,False,6AM-10PM,Road Segment 45
POI_0473,Netmeds,pharmacy,12.871179,80.268205,3.2,True,9AM-8PM,Road Segment 72
POI_0474,Guardian,pharmacy,12.988753,80.236515,4.1,False,9AM-8PM,Velachery Main Road
POI_0475,Frank Ross,pharmacy,13.068623,80.338642,3.1,False,6AM-10PM,Road Segment 42
POI_0476,Frank Ross,pharmacy,13.003676,80.1406,3.4,False,8AM-9PM,Outer Ring Road
POI_0477,Frank Ross,pharmacy,12.906422,80.310609,3.4,False,9AM-8PM,Road Segment 34
POI_0478,Netmeds,pharmacy,12.844903,80.25222,4.3,True,8AM-9PM,ECR (East Coast Road)
POI_0479,Frank Ross,pharmacy,13.144875,80.354361,3.8,True,9AM-8PM,Road Segment 31
POI_0480,Frank Ross,pharmacy,13.066609,80.251992,4.9,False,9AM-8PM,Anna Salai (Mount Road)
POI_0481,Apollo Pharmacy,pharmacy,13.053805,80.288259,4.3,False,8AM-9PM,Kamarajar Salai Marina
POI_0482,Netmeds,pharmacy,13.04486,80.162821,4.0,False,6AM-10PM,Road Segment 57
POI_0483,Frank Ross,pharmacy,12.990164,80.390953,3.9,True,9AM-8PM,Road Segment 70
POI_0484,Guardian,pharmacy,12.858675,80.126808,3.4,False,8AM-9PM,Road Segment 75
POI_0485,MedPlus,pharmacy,12.916861,80.237055,3.5,True,8AM-9PM,OMR (Old Mahabalipuram Road)
POI_0486,Netmeds,pharmacy,12.880496,80.364131,3.5,True,24/7,Road Segment 45
POI_0487,Netmeds,pharmacy,12.996339,80.373981,3.6,True,9AM-8PM,Road Segment 74
POI_0488,Guardian,pharmacy,12.990745,80.244026,4.6,True,6AM-10PM,LB Road Adyar
POI_0489,MedPlus,pharmacy,13.190279,80.339631,4.3,True,9AM-8PM,Road Segment 44
POI_0490,Apollo Pharmacy,pharmacy,13.125258,80.252787,2.8,True,24/7,Road Segment 49
POI_0491,Frank Ross,pharmacy,13.052287,80.194516,3.4,True,9AM-8PM,100 Feet Road Vadapalani
POI_0492,Frank Ross,pharmacy,12.859865,80.130873,3.5,False,24/7,Road Segment 23
POI_0493,Apollo Pharmacy,pharmacy,13.002052,80.283458,3.8,True,8AM-9PM,Road Segment 43
POI_0494,MedPlus,pharmacy,13.068758,80.179647,4.8,False,6AM-10PM,Road Segment 57
POI_0495,Netmeds,pharmacy,13.004259,80.187685,3.2,True,6AM-10PM,Road Segment 26
POI_0496,Frank Ross,pharmacy,13.199026,80.34386,4.9,True,24/7,Road Segment 67
POI_0497,Netmeds,pharmacy,13.084909,80.105659,4.0,True,24/7,Road Segment 21
POI_0498,Guardian,pharmacy,13.004065,80.283599,4.3,True,6AM-10PM,Road Segment 40
POI_0499,Netmeds,pharmacy,13.102367,80.251122,4.7,True,24/7,Road Segment 49
POI_0500,Apollo Pharmacy,pharmacy,12.944853,80.26242,4.2,True,9AM-8PM,Rajiv Gandhi Salai (IT Corridor)
POI_0501,Netmeds,pharmacy,13.040936,80.233062,4.5,True,8AM-9PM,Nungambakkam High Road
POI_0502,Frank Ross,pharmacy,12.978488,80.245495,4.6,False,24/7,Road Segment 68
POI_0503,Netmeds,pharmacy,13.15232,80.136007,4.2,True,24/7,Road Segment 66
POI_0504,Guardian,pharmacy,12.841512,80.262361,4.1,False,24/7,ECR (East Coast Road)
POI_0505,Netmeds,pharmacy,13.092803,80.128411,4.5,False,9AM-8PM,Road Segment 30
POI_0506,Guardian,pharmacy,12.984338,80.387843,3.3,True,8AM-9PM,Road Segment 69
POI_0507,Frank Ross,pharmacy,12.91088,80.244676,4.3,True,9AM-8PM,OMR (Old Mahabalipuram Road)
POI_0508,Apollo Pharmacy,pharmacy,12.867245,80.130015,3.0,False,8AM-9PM,Road Segment 75
POI_0509,MedPlus,pharmacy,13.012199,80.382132,3.7,True,6AM-10PM,Road Segment 38
POI_0510,Apollo Pharmacy,pharmacy,12.957219,80.238065,3.9,True,8AM-9PM,Rajiv Gandhi Salai (IT Corridor)
POI_0511,MedPlus,pharmacy,13.086735,80.1904,5.0,True,6AM-10PM,Road Segment 77
POI_0512,Netmeds,pharmacy,13.003074,80.115128,3.8,True,8AM-9PM,Road Segment 41
POI_0513,MedPlus,pharmacy,13.170176,80.370108,3.9,True,8AM-9PM,Road Segment 44
POI_0514,MedPlus,pharmacy,12.962392,80.231155,4.0,True,24/7,Rajiv Gandhi Salai (IT Corridor)
POI_0515,Frank Ross,pharmacy,13.065049,80.193694,4.0,True,9AM-8PM,100 Feet Road Vadapalani
POI_0516,Netmeds,pharmacy,13.035104,80.15367,3.9,True,9AM-8PM,Road Segment 57
POI_0517,Apollo Pharmacy,pharmacy,13.00485,80.384549,3.2,True,8AM-9PM,Road Segment 78
POI_0518,Frank Ross,pharmacy,12.915387,80.213834,3.5,True,6AM-10PM,OMR (Old Mahabalipuram Road)
POI_0519,Frank Ross,pharmacy,13.16388,80.189412,3.5,True,24/7,Road Segment 48
POI_0520,Frank Ross,pharmacy,12.993332,80.1809,3.7,True,8AM-9PM,Road Segment 26
POI_0521,Netmeds,pharmacy,13.124915,80.341658,4.5,True,24/7,Road Segment 36
POI_0522,MedPlus,pharmacy,12.905303,80.327753,4.8,True,9AM-8PM,Road Segment 34
POI_0523,MedPlus,pharmacy,12.988927,80.263335,3.2,False,9AM-8PM,Road Segment 43
POI_0524,Netmeds,pharmacy,13.078961,80.314014,3.2,True,9AM-8PM,Road Segment 33
POI_0525,MedPlus,pharmacy,12.851698,80.34825,3.8,True,8AM-9PM,Road Segment 51
POI_0526,Guardian,pharmacy,12.870325,80.274021,2.8,True,24/7,Road Segment 72
POI_0527,Netmeds,pharmacy,12.999263,80.110023,5.0,True,24/7,Road Segment 50
POI_0528,Frank Ross,pharmacy,13.11502,80.265807,4.9,False,8AM-9PM,Road Segment 49
POI_0529,Frank Ross,pharmacy,12.98336,80.223932,3.9,True,8AM-9PM,Velachery Main Road
POI_0530,Guardian,pharmacy,13.051084,80.354403,4.8,True,9AM-8PM,Road Segment 29
POI_0531,Netmeds,pharmacy,13.006171,80.142401,2.9,True,9AM-8PM,Road Segment 56
POI_0532,Netmeds,pharmacy,12.974949,80.214197,3.8,True,8AM-9PM,Velachery Main Road
POI_0533,Netmeds,pharmacy,13.022766,80.271975,3.9,False,9AM-8PM,LB Road Adyar
POI_0534,Apollo Pharmacy,pharmacy,13.107143,80.113452,4.3,True,8AM-9PM,Road Segment 58
POI_0535,Guardian,pharmacy,13.085152,80.243913,3.2,False,6AM-10PM,Cathedral Road
POI_0536,MedPlus,pharmacy,13.10536,80.279933,4.6,True,8AM-9PM,Road Segment 49
POI_0537,Netmeds,pharmacy,13.016781,80.117159,3.0,True,8AM-9PM,Road Segment 50
POI_0538,Netmeds,pharmacy,13.015224,80.398833,3.1,True,8AM-9PM,Road Segment 78
POI_0539,MedPlus,pharmacy,13.021079,80.112723,4.0,False,24/7,Road Segment 41
POI_0540,Don Bosco,school,13.00001,80.25946,4.4,True,9AM-8PM,LB Road Adyar
POI_0541,Santhome,school,13.049477,80.195478,3.5,False,24/7,100 Feet Road Vadapalani
POI_0542,Vidya Mandir,school,12.997581,80.230963,4.8,True,24/7,Road Segment 65
POI_0543,Santhome,school,13.067852,80.241141,4.2,True,24/7,Nungambakkam High Road
POI_0544,KV School,school,13.068163,80.106452,3.9,False,8AM-9PM,Road Segment 21
POI_0545,Vidya Mandir,school,12.998702,80.21352,2.9,True,6AM-10PM,Road Segment 65
POI_0546,Don Bosco,school,12.899586,80.249759,3.4,False,9AM-8PM,Road Segment 46
POI_0547,KV School,school,13.070057,80.338172,3.4,True,6AM-10PM,Road Segment 42
POI_0548,KV School,school,13.044942,80.220813,3.3,True,9AM-8PM,Patel Road T Nagar
POI_0549,Santhome,school,13.061914,80.358185,3.2,True,6AM-10PM,Road Segment 25
POI_0550,Vidya Mandir,school,13.123582,80.124675,4.6,False,8AM-9PM,Road Segment 64
POI_0551,Don Bosco,school,12.878253,80.224337,3.0,True,8AM-9PM,Road Segment 46
POI_0552,Vidya Mandir,school,12.8736,80.158396,4.1,True,8AM-9PM,Road Segment 59
POI_0553,Vidya Mandir,school,13.127476,80.153083,4.3,True,24/7,Road Segment 61
POI_0554,KV School,school,13.07402,80.344054,3.4,True,8AM-9PM,Road Segment 42
POI_0555,PSBB School,school,12.980248,80.121917,4.0,False,9AM-8PM,Road Segment 37
POI_0556,DAV School,school,12.873253,80.172785,3.4,True,8AM-9PM,Road Segment 59
POI_0557,Vidya Mandir,school,12.859691,80.246178,4.9,True,9AM-8PM,ECR (East Coast Road)
POI_0558,DAV School,school,12.983573,80.290929,4.9,True,8AM-9PM,Road Segment 43
POI_0559,KV School,school,12.993534,80.141373,4.8,True,6AM-10PM,Road Segment 80
POI_0560,Santhome,school,13.149719,80.192763,4.3,True,24/7,Road Segment 48
